real_name,func,func_sd,func_var,func_var_sd,ei
gen=0_training=120,3325610.0,0,0,0,0
gen=0_training=121,526803.0,0,0,0,0
gen=0_training=122,5561660.0,0,0,0,0
gen=0_training=123,1338370.0,0,0,0,0
gen=0_training=124,3407630.0,0,0,0,0
gen=0_training=125,1476900.0,0,0,0,0
gen=0_training=126,4218020.0,0,0,0,0
gen=0_training=127,1660960.0,0,0,0,0
gen=0_training=128,2900610.0,0,0,0,0
gen=0_training=129,3970710.0,0,0,0,0
gen=0_training=130,2150880.0,0,0,0,0
gen=0_training=131,1456110.0,0,0,0,0
gen=0_training=132,3008610.0,0,0,0,0
gen=0_training=133,2428020.0,0,0,0,0
gen=0_training=134,2717590.0,0,0,0,0
gen=0_training=135,3362440.0,0,0,0,0
gen=0_training=136,2608240.0,0,0,0,0
gen=0_training=137,2813110.0,0,0,0,0
gen=0_training=138,3157300.0,0,0,0,0
gen=0_training=139,1901520.0,0,0,0,0
gen=0_training=140,2423930.0,0,0,0,0
gen=0_training=141,2582460.0,0,0,0,0
gen=0_training=142,541978.0,0,0,0,0
gen=0_training=143,1962150.0,0,0,0,0
gen=0_training=144,3080350.0,0,0,0,0
gen=0_training=145,2147890.0,0,0,0,0
gen=0_training=146,2699270.0,0,0,0,0
gen=0_training=147,2621830.0,0,0,0,0
gen=0_training=148,1953470.0,0,0,0,0
gen=0_training=149,767083.0,0,0,0,0
gen=0_training=150,1944950.0,0,0,0,0
gen=0_training=151,3169970.0,0,0,0,0
gen=0_training=152,3136490.0,0,0,0,0
gen=0_training=153,1692460.0,0,0,0,0
gen=0_training=154,1236870.0,0,0,0,0
gen=0_training=155,912663.0,0,0,0,0
gen=0_training=156,2038880.0,0,0,0,0
gen=0_training=157,562899.0,0,0,0,0
gen=0_training=158,3080950.0,0,0,0,0
gen=0_training=159,642037.0,0,0,0,0
gen=0_training=160,5159800.0,0,0,0,0
gen=0_training=161,1690850.0,0,0,0,0
gen=0_training=162,1573880.0,0,0,0,0
gen=0_training=163,2200410.0,0,0,0,0
gen=0_training=164,1561930.0,0,0,0,0
gen=0_training=165,2433190.0,0,0,0,0
gen=0_training=166,2789830.0,0,0,0,0
gen=0_training=167,2308460.0,0,0,0,0
gen=0_training=168,2582340.0,0,0,0,0
gen=0_training=169,2046630.0,0,0,0,0
gen=0_training=170,2193520.0,0,0,0,0
gen=0_training=171,3201650.0,0,0,0,0
gen=0_training=172,2252860.0,0,0,0,0
gen=0_training=173,2919580.0,0,0,0,0
gen=0_training=174,3150030.0,0,0,0,0
gen=0_training=175,2259720.0,0,0,0,0
gen=0_training=176,1720570.0,0,0,0,0
gen=0_training=177,4943420.0,0,0,0,0
gen=0_training=178,2652170.0,0,0,0,0
gen=0_training=179,1300130.0,0,0,0,0
gen=0_training=180,2468020.0,0,0,0,0
gen=0_training=181,3015750.0,0,0,0,0
gen=0_training=182,2117720.0,0,0,0,0
gen=0_training=183,3046970.0,0,0,0,0
gen=0_training=184,4291640.0,0,0,0,0
gen=0_training=185,2232200.0,0,0,0,0
gen=0_training=186,1562040.0,0,0,0,0
gen=0_training=187,824461.0,0,0,0,0
gen=0_training=188,3162490.0,0,0,0,0
gen=0_training=189,1404910.0,0,0,0,0
gen=0_training=190,2626450.0,0,0,0,0
gen=0_training=191,2016980.0,0,0,0,0
gen=0_training=192,2062100.0,0,0,0,0
gen=0_training=193,1714980.0,0,0,0,0
gen=0_training=194,1498890.0,0,0,0,0
gen=0_training=195,2588840.0,0,0,0,0
gen=0_training=196,2367780.0,0,0,0,0
gen=0_training=197,1578300.0,0,0,0,0
gen=0_training=198,3295120.0,0,0,0,0
gen=0_training=199,3130210.0,0,0,0,0
gen=0_training=200,2417120.0,0,0,0,0
gen=0_training=201,3229620.0,0,0,0,0
gen=0_training=202,3257010.0,0,0,0,0
gen=0_training=203,3009440.0,0,0,0,0
gen=0_training=204,1889160.0,0,0,0,0
gen=0_training=205,2971860.0,0,0,0,0
gen=0_training=206,3747380.0,0,0,0,0
gen=0_training=207,2663660.0,0,0,0,0
gen=0_training=208,3200480.0,0,0,0,0
gen=0_training=209,1063330.0,0,0,0,0
gen=0_training=210,2136890.0,0,0,0,0
gen=0_training=211,820359.0,0,0,0,0
gen=0_training=212,1987550.0,0,0,0,0
gen=0_training=213,2171330.0,0,0,0,0
gen=0_training=214,3736490.0,0,0,0,0
gen=0_training=215,2182180.0,0,0,0,0
gen=0_training=216,2736400.0,0,0,0,0
gen=0_training=217,1653330.0,0,0,0,0
gen=0_training=218,2623140.0,0,0,0,0
gen=0_training=219,3911660.0,0,0,0,0
gen=0_training=220,2460460.0,0,0,0,0
gen=0_training=221,3510280.0,0,0,0,0
gen=0_training=222,3062990.0,0,0,0,0
gen=0_training=223,3857850.0,0,0,0,0
gen=0_training=224,1762560.0,0,0,0,0
gen=0_training=225,3314160.0,0,0,0,0
gen=0_training=226,2832470.0,0,0,0,0
gen=0_training=227,3987800.0,0,0,0,0
gen=0_training=228,4817370.0,0,0,0,0
gen=0_training=229,2497550.0,0,0,0,0
gen=0_training=230,1825820.0,0,0,0,0
gen=0_training=231,2916740.0,0,0,0,0
gen=0_training=232,2163270.0,0,0,0,0
gen=0_training=233,2258980.0,0,0,0,0
gen=0_training=234,213556.0,0,0,0,0
gen=0_training=235,1181310.0,0,0,0,0
gen=0_training=236,2758780.0,0,0,0,0
gen=0_training=237,1941380.0,0,0,0,0
gen=0_training=238,1992620.0,0,0,0,0
gen=0_training=239,1875480.0,0,0,0,0
gen=0_training=240,2818860.0,0,0,0,0
gen=0_training=241,1854150.0,0,0,0,0
gen=0_training=242,3347520.0,0,0,0,0
gen=0_training=243,2576870.0,0,0,0,0
gen=0_training=244,2595290.0,0,0,0,0
gen=0_training=245,2143020.0,0,0,0,0
gen=0_training=246,1578870.0,0,0,0,0
gen=0_training=247,2180720.0,0,0,0,0
gen=0_training=248,2899100.0,0,0,0,0
gen=0_training=249,2851520.0,0,0,0,0
gen=0_training=250,2931230.0,0,0,0,0
gen=0_training=251,1645200.0,0,0,0,0
gen=0_training=252,3967800.0,0,0,0,0
gen=0_training=253,3804010.0,0,0,0,0
gen=0_training=254,2336240.0,0,0,0,0
gen=0_training=255,2829800.0,0,0,0,0
gen=0_training=256,1296960.0,0,0,0,0
gen=0_training=257,3810200.0,0,0,0,0
gen=0_training=258,3417850.0,0,0,0,0
gen=0_training=259,1637900.0,0,0,0,0
gen=0_training=260,2353550.0,0,0,0,0
gen=0_training=261,2219390.0,0,0,0,0
gen=0_training=262,1806750.0,0,0,0,0
gen=0_training=263,3092430.0,0,0,0,0
gen=0_training=264,2525570.0,0,0,0,0
gen=0_training=265,2625660.0,0,0,0,0
gen=0_training=266,1629650.0,0,0,0,0
gen=0_training=267,1899600.0,0,0,0,0
gen=0_training=268,2466460.0,0,0,0,0
gen=0_training=269,1794020.0,0,0,0,0
gen=0_training=270,610953.0,0,0,0,0
gen=0_training=271,3001000.0,0,0,0,0
gen=0_training=272,2077060.0,0,0,0,0
gen=0_training=273,2674550.0,0,0,0,0
gen=0_training=274,1340480.0,0,0,0,0
gen=0_training=275,3232130.0,0,0,0,0
gen=0_training=276,1348810.0,0,0,0,0
gen=0_training=277,3299820.0,0,0,0,0
gen=0_training=278,3872950.0,0,0,0,0
gen=0_training=279,3080070.0,0,0,0,0
gen=0_training=280,1542060.0,0,0,0,0
gen=0_training=281,2930540.0,0,0,0,0
gen=0_training=282,1955370.0,0,0,0,0
gen=0_training=283,2011480.0,0,0,0,0
gen=0_training=284,4560880.0,0,0,0,0
gen=0_training=285,2049620.0,0,0,0,0
gen=0_training=286,2630990.0,0,0,0,0
gen=0_training=287,1877290.0,0,0,0,0
gen=0_training=288,1705500.0,0,0,0,0
gen=0_training=289,2847380.0,0,0,0,0
gen=0_training=290,2606220.0,0,0,0,0
gen=0_training=291,699932.0,0,0,0,0
gen=0_training=292,1622370.0,0,0,0,0
gen=0_training=293,2021110.0,0,0,0,0
gen=0_training=294,3925220.0,0,0,0,0
gen=0_training=295,2569420.0,0,0,0,0
gen=0_training=296,2831160.0,0,0,0,0
gen=0_training=297,686696.0,0,0,0,0
gen=0_training=298,1847290.0,0,0,0,0
gen=0_training=299,1223650.0,0,0,0,0
gen=0_training=300,1843440.0,0,0,0,0
gen=0_training=301,2667420.0,0,0,0,0
gen=0_training=302,2025300.0,0,0,0,0
gen=0_training=303,1733800.0,0,0,0,0
gen=0_training=304,3390450.0,0,0,0,0
gen=0_training=305,3124520.0,0,0,0,0
gen=0_training=306,2043450.0,0,0,0,0
gen=0_training=307,1828450.0,0,0,0,0
gen=0_training=308,3031250.0,0,0,0,0
gen=0_training=309,2574270.0,0,0,0,0
gen=0_training=310,2195730.0,0,0,0,0
gen=0_training=311,1842260.0,0,0,0,0
gen=0_training=312,3480670.0,0,0,0,0
gen=0_training=313,1721730.0,0,0,0,0
gen=0_training=314,3168170.0,0,0,0,0
gen=0_training=315,3064610.0,0,0,0,0
gen=0_training=316,3418930.0,0,0,0,0
gen=0_training=317,2433820.0,0,0,0,0
gen=0_training=318,3020570.0,0,0,0,0
gen=0_training=319,1529180.0,0,0,0,0
gen=0_training=320,1601940.0,0,0,0,0
gen=0_training=321,1422810.0,0,0,0,0
gen=0_training=322,942507.0,0,0,0,0
gen=0_training=323,1584050.0,0,0,0,0
gen=0_training=324,3770630.0,0,0,0,0
gen=0_training=325,2374230.0,0,0,0,0
gen=0_training=326,2327630.0,0,0,0,0
gen=0_training=327,2077990.0,0,0,0,0
gen=0_training=328,1952940.0,0,0,0,0
gen=0_training=329,3268750.0,0,0,0,0
gen=0_training=330,2004430.0,0,0,0,0
gen=0_training=331,2409050.0,0,0,0,0
gen=0_training=332,1696920.0,0,0,0,0
gen=0_training=333,1509040.0,0,0,0,0
gen=0_training=334,1260200.0,0,0,0,0
gen=0_training=335,2623280.0,0,0,0,0
gen=0_training=336,2043910.0,0,0,0,0
gen=0_training=337,2343280.0,0,0,0,0
gen=0_training=338,1328440.0,0,0,0,0
gen=0_training=339,2136340.0,0,0,0,0
gen=0_training=340,2503770.0,0,0,0,0
gen=0_training=341,1641590.0,0,0,0,0
gen=0_training=342,1998190.0,0,0,0,0
gen=0_training=343,3222860.0,0,0,0,0
gen=0_training=344,991927.0,0,0,0,0
gen=0_training=345,1107430.0,0,0,0,0
gen=0_training=346,2589110.0,0,0,0,0
gen=0_training=347,2032140.0,0,0,0,0
gen=0_training=348,2568310.0,0,0,0,0
gen=0_training=349,2739910.0,0,0,0,0
gen=0_training=350,1989730.0,0,0,0,0
gen=0_training=351,2325120.0,0,0,0,0
gen=0_training=352,2032120.0,0,0,0,0
gen=0_training=353,2342730.0,0,0,0,0
gen=0_training=354,3576220.0,0,0,0,0
gen=0_training=355,2074490.0,0,0,0,0
gen=0_training=356,2100920.0,0,0,0,0
gen=0_training=357,3368770.0,0,0,0,0
gen=0_training=358,2154350.0,0,0,0,0
gen=0_training=359,2972690.0,0,0,0,0
gen=0_training=360,2377600.0,0,0,0,0
gen=0_training=361,3825380.0,0,0,0,0
gen=0_training=362,2424490.0,0,0,0,0
gen=0_training=363,2309330.0,0,0,0,0
gen=0_training=364,1014110.0,0,0,0,0
gen=0_training=365,1056910.0,0,0,0,0
gen=0_training=366,2007920.0,0,0,0,0
gen=0_training=367,2635750.0,0,0,0,0
gen=0_training=368,2631570.0,0,0,0,0
gen=0_training=369,1699200.0,0,0,0,0
gen=0_training=370,2341850.0,0,0,0,0
gen=0_training=371,1542790.0,0,0,0,0
gen=0_training=372,2442920.0,0,0,0,0
gen=0_training=373,2141990.0,0,0,0,0
gen=0_training=374,2117680.0,0,0,0,0
gen=0_training=375,2900660.0,0,0,0,0
gen=0_training=376,1647520.0,0,0,0,0
gen=0_training=377,3127120.0,0,0,0,0
gen=0_training=378,2989220.0,0,0,0,0
gen=0_training=379,1211760.0,0,0,0,0
gen=0_training=380,3388150.0,0,0,0,0
gen=0_training=381,2223010.0,0,0,0,0
gen=0_training=382,2207970.0,0,0,0,0
gen=0_training=383,2241190.0,0,0,0,0
gen=0_training=384,2558500.0,0,0,0,0
gen=0_training=385,2065420.0,0,0,0,0
gen=0_training=386,2285840.0,0,0,0,0
gen=0_training=387,4071080.0,0,0,0,0
gen=0_training=388,2442980.0,0,0,0,0
gen=0_training=389,2746650.0,0,0,0,0
gen=0_training=390,2957300.0,0,0,0,0
gen=0_training=391,1196090.0,0,0,0,0
gen=0_training=392,2347870.0,0,0,0,0
gen=0_training=393,2195570.0,0,0,0,0
gen=0_training=394,1458180.0,0,0,0,0
gen=0_training=395,1382950.0,0,0,0,0
gen=0_training=396,4169540.0,0,0,0,0
gen=0_training=397,1746960.0,0,0,0,0
gen=0_training=398,1966190.0,0,0,0,0
gen=0_training=399,3447260.0,0,0,0,0
gen=0_training=400,2736610.0,0,0,0,0
gen=0_training=401,2506990.0,0,0,0,0
gen=0_training=402,2279310.0,0,0,0,0
gen=0_training=403,3327030.0,0,0,0,0
gen=0_training=404,2858500.0,0,0,0,0
gen=0_training=405,1258160.0,0,0,0,0
gen=0_training=406,2370310.0,0,0,0,0
gen=0_training=407,5114430.0,0,0,0,0
gen=0_training=408,1005180.0,0,0,0,0
gen=0_training=409,802854.0,0,0,0,0
gen=0_training=410,1602890.0,0,0,0,0
gen=0_training=411,2521840.0,0,0,0,0
gen=0_training=412,2377950.0,0,0,0,0
gen=0_training=413,871894.0,0,0,0,0
gen=0_training=414,3090890.0,0,0,0,0
gen=0_training=415,2673530.0,0,0,0,0
gen=0_training=416,2175490.0,0,0,0,0
gen=0_training=417,2559710.0,0,0,0,0
gen=0_training=418,3212840.0,0,0,0,0
gen=0_training=419,1591820.0,0,0,0,0
gen=0_training=420,3324430.0,0,0,0,0
gen=0_training=421,1245470.0,0,0,0,0
gen=0_training=422,2429890.0,0,0,0,0
gen=0_training=423,1766030.0,0,0,0,0
gen=0_training=424,1572350.0,0,0,0,0
gen=0_training=425,2483330.0,0,0,0,0
gen=0_training=426,575055.0,0,0,0,0
gen=0_training=427,2871650.0,0,0,0,0
gen=0_training=428,1688080.0,0,0,0,0
gen=0_training=429,2932640.0,0,0,0,0
gen=0_training=430,3374800.0,0,0,0,0
gen=0_training=431,1987220.0,0,0,0,0
gen=0_training=432,2078350.0,0,0,0,0
gen=0_training=433,4009330.0,0,0,0,0
gen=0_training=434,1610000.0,0,0,0,0
gen=0_training=435,2595690.0,0,0,0,0
gen=0_training=436,1988150.0,0,0,0,0
gen=0_training=437,3903780.0,0,0,0,0
gen=0_training=438,2539100.0,0,0,0,0
gen=0_training=439,2333970.0,0,0,0,0
gen=0_training=440,2819920.0,0,0,0,0
gen=0_training=441,3735160.0,0,0,0,0
gen=0_training=442,411115.0,0,0,0,0
gen=0_training=443,1379790.0,0,0,0,0
gen=0_training=444,1183120.0,0,0,0,0
gen=0_training=445,616304.0,0,0,0,0
gen=0_training=446,2538980.0,0,0,0,0
gen=0_training=447,3540230.0,0,0,0,0
gen=0_training=448,3297740.0,0,0,0,0
gen=0_training=449,1795130.0,0,0,0,0
gen=0_training=450,3467950.0,0,0,0,0
gen=0_training=451,3356730.0,0,0,0,0
gen=0_training=452,2510690.0,0,0,0,0
gen=0_training=453,2149930.0,0,0,0,0
gen=0_training=454,2769490.0,0,0,0,0
gen=0_training=455,1604630.0,0,0,0,0
gen=0_training=456,1741420.0,0,0,0,0
gen=0_training=457,1292540.0,0,0,0,0
gen=0_training=458,1559640.0,0,0,0,0
gen=0_training=459,3533910.0,0,0,0,0
gen=0_training=460,3876650.0,0,0,0,0
gen=0_training=461,2741460.0,0,0,0,0
gen=0_training=462,2565710.0,0,0,0,0
gen=0_training=463,3070230.0,0,0,0,0
gen=0_training=464,1991020.0,0,0,0,0
gen=0_training=465,886675.0,0,0,0,0
gen=0_training=466,2306590.0,0,0,0,0
gen=0_training=467,2021080.0,0,0,0,0
gen=0_training=468,1653270.0,0,0,0,0
gen=0_training=469,1583710.0,0,0,0,0
gen=0_training=470,1002100.0,0,0,0,0
gen=0_training=471,3665960.0,0,0,0,0
gen=0_training=472,2728860.0,0,0,0,0
gen=0_training=473,5716890.0,0,0,0,0
gen=0_training=474,2017520.0,0,0,0,0
gen=0_training=475,1488800.0,0,0,0,0
gen=0_training=476,2236040.0,0,0,0,0
gen=0_training=477,2032040.0,0,0,0,0
gen=0_training=478,3459200.0,0,0,0,0
gen=0_training=479,3079610.0,0,0,0,0
gen=0_training=480,2444390.0,0,0,0,0
gen=0_training=481,1589850.0,0,0,0,0
gen=0_training=482,3403110.0,0,0,0,0
gen=0_training=483,3768640.0,0,0,0,0
gen=0_training=484,2633890.0,0,0,0,0
gen=0_training=485,2629860.0,0,0,0,0
gen=0_training=486,4308280.0,0,0,0,0
gen=0_training=487,1773710.0,0,0,0,0
gen=0_training=488,3048900.0,0,0,0,0
gen=0_training=489,1345420.0,0,0,0,0
gen=0_training=490,801733.0,0,0,0,0
gen=0_training=491,1703340.0,0,0,0,0
gen=0_training=492,1828590.0,0,0,0,0
gen=0_training=493,1588270.0,0,0,0,0
gen=0_training=494,2764520.0,0,0,0,0
gen=0_training=495,1610760.0,0,0,0,0
gen=0_training=496,3314330.0,0,0,0,0
gen=0_training=497,3118800.0,0,0,0,0
gen=0_training=498,2108930.0,0,0,0,0
gen=0_training=499,1395510.0,0,0,0,0
gen=0_training=500,1654070.0,0,0,0,0
gen=0_training=501,1651470.0,0,0,0,0
gen=0_training=502,3264080.0,0,0,0,0
gen=0_training=503,2293480.0,0,0,0,0
gen=0_training=504,1081320.0,0,0,0,0
gen=0_training=505,2298180.0,0,0,0,0
gen=0_training=506,2518770.0,0,0,0,0
gen=0_training=507,2141450.0,0,0,0,0
gen=0_training=508,2386220.0,0,0,0,0
gen=0_training=509,3883650.0,0,0,0,0
gen=0_training=510,3048520.0,0,0,0,0
gen=0_training=511,2538540.0,0,0,0,0
gen=0_training=512,1612990.0,0,0,0,0
gen=0_training=513,3834990.0,0,0,0,0
gen=0_training=514,2043140.0,0,0,0,0
gen=0_training=515,2645970.0,0,0,0,0
gen=0_training=516,2512290.0,0,0,0,0
gen=0_training=517,2212880.0,0,0,0,0
gen=0_training=518,2398110.0,0,0,0,0
gen=0_training=519,1613620.0,0,0,0,0
gen=0_training=520,2291430.0,0,0,0,0
gen=0_training=521,1448030.0,0,0,0,0
gen=0_training=522,2492700.0,0,0,0,0
gen=0_training=523,817432.0,0,0,0,0
gen=0_training=524,3723350.0,0,0,0,0
gen=0_training=525,2096100.0,0,0,0,0
gen=0_training=526,2952960.0,0,0,0,0
gen=0_training=527,1236550.0,0,0,0,0
gen=0_training=528,2645380.0,0,0,0,0
gen=0_training=529,2704140.0,0,0,0,0
gen=0_training=530,2509150.0,0,0,0,0
gen=0_training=531,2194610.0,0,0,0,0
gen=0_training=532,253547.0,0,0,0,0
gen=0_training=533,2310120.0,0,0,0,0
gen=0_training=534,2798890.0,0,0,0,0
gen=0_training=535,3395510.0,0,0,0,0
gen=0_training=536,440301.0,0,0,0,0
gen=0_training=537,1300260.0,0,0,0,0
gen=0_training=538,2511120.0,0,0,0,0
gen=0_training=539,3599910.0,0,0,0,0
gen=0_training=540,3531450.0,0,0,0,0
gen=0_training=541,2699350.0,0,0,0,0
gen=0_training=542,3064390.0,0,0,0,0
gen=0_training=543,3855830.0,0,0,0,0
gen=0_training=544,3218620.0,0,0,0,0
gen=0_training=545,2712860.0,0,0,0,0
gen=0_training=546,2718610.0,0,0,0,0
gen=0_training=547,3304090.0,0,0,0,0
gen=0_training=548,3240000.0,0,0,0,0
gen=0_training=549,3572910.0,0,0,0,0
gen=0_training=550,1743650.0,0,0,0,0
gen=0_training=551,5351820.0,0,0,0,0
gen=0_training=552,1688010.0,0,0,0,0
gen=0_training=553,3403000.0,0,0,0,0
gen=0_training=554,1512990.0,0,0,0,0
gen=0_training=555,1932230.0,0,0,0,0
gen=0_training=556,1669760.0,0,0,0,0
gen=0_training=557,4071220.0,0,0,0,0
gen=0_training=558,3030590.0,0,0,0,0
gen=0_training=559,3080190.0,0,0,0,0
gen=0_training=560,2717310.0,0,0,0,0
gen=0_training=561,2338130.0,0,0,0,0
gen=0_training=562,2349740.0,0,0,0,0
gen=0_training=563,1780860.0,0,0,0,0
gen=0_training=564,1310080.0,0,0,0,0
gen=0_training=565,1927040.0,0,0,0,0
gen=0_training=566,2408970.0,0,0,0,0
gen=0_training=567,2246090.0,0,0,0,0
gen=0_training=568,911980.0,0,0,0,0
gen=0_training=569,1697740.0,0,0,0,0
gen=0_training=570,2470320.0,0,0,0,0
gen=0_training=571,2873430.0,0,0,0,0
gen=0_training=572,2678470.0,0,0,0,0
gen=0_training=573,2723180.0,0,0,0,0
gen=0_training=574,1689360.0,0,0,0,0
gen=0_training=575,1129160.0,0,0,0,0
gen=0_training=576,3194400.0,0,0,0,0
gen=0_training=577,807559.0,0,0,0,0
gen=0_training=578,2501130.0,0,0,0,0
gen=0_training=579,3977140.0,0,0,0,0
gen=0_training=580,615648.0,0,0,0,0
gen=0_training=581,2815980.0,0,0,0,0
gen=0_training=582,3175800.0,0,0,0,0
gen=0_training=583,3037480.0,0,0,0,0
gen=0_training=584,3718990.0,0,0,0,0
gen=0_training=585,3680070.0,0,0,0,0
gen=0_training=586,603965.0,0,0,0,0
gen=0_training=587,3170360.0,0,0,0,0
gen=0_training=588,1223040.0,0,0,0,0
gen=0_training=589,2437700.0,0,0,0,0
gen=0_training=590,3194850.0,0,0,0,0
gen=0_training=591,3640980.0,0,0,0,0
gen=0_training=592,2529080.0,0,0,0,0
gen=0_training=593,1804810.0,0,0,0,0
gen=0_training=594,3031210.0,0,0,0,0
gen=0_training=595,1436330.0,0,0,0,0
gen=0_training=596,1871710.0,0,0,0,0
gen=0_training=597,1350060.0,0,0,0,0
gen=0_training=598,3070200.0,0,0,0,0
gen=0_training=599,2872470.0,0,0,0,0
gen=0_training=600,2532090.0,0,0,0,0
gen=0_training=601,4818650.0,0,0,0,0
gen=0_training=602,2534720.0,0,0,0,0
gen=0_training=603,3086760.0,0,0,0,0
gen=0_training=604,1536350.0,0,0,0,0
gen=0_training=605,2622420.0,0,0,0,0
gen=0_training=606,2926500.0,0,0,0,0
